Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization	UniProt
G7921	b4311	4538785	4539501	G7921-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P69856'>P69856</a>
EG10648	b1468	1538850	1542590	NARZ-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P19319'>P19319</a>
EG12264	b3537	3698026	3698217	EG12264-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0ADJ5'>P0ADJ5</a>
G0-10569	b4576	4518721	4519224			
G6501	b0967	1028779	1029969	G6501-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75876'>P75876</a>
G7776	b3557	3720680	3721201	G7776-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P19768'>P19768</a>
G7214	b2343	2460650	2460934	G7214-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AD33'>P0AD33</a>
G7461	b2833	2971271	2971489	G7461-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P65294'>P65294</a>
G0-10536		1049833	1050530	MONOMER0-2756	WELL-CHARACTERIZED	
EG11539	b0171	191855	192580	UMPKI-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A7E9'>P0A7E9</a>
EG11603	b3054	3199664	3200965	EG11603-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P30871'>P30871</a>
EG30015	b2694	2818473	2818549	argV-tRNA	WELL-CHARACTERIZED	
EG11754	b0070	77621	78799	B0070-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P31675'>P31675</a>
EG10394	b3426	3562013	3563518	AERGLYC3PDEHYDROG-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P13035'>P13035</a>
EG11255	b0637	668719	669036	EG11255-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AAT6'>P0AAT6</a>
G7224	b2355	2471544	2472062	G7224-MONOMER		<a href='https://www.uniprot.org/uniprot/P76508'>P76508</a>
G0-10737	b4707	4019978	4020229	RNA0-372	PARTIAL	
EG11882	b3937	4127286	4127894	EG11882-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P32167'>P32167</a>
EG11116	b1055	1116807	1117859	EG11116-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P24188'>P24188</a>
EG12419	b2096	2176350	2177204	TAGAALDOL2-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0C8J6'>P0C8J6</a>
G7217	b2347	2465301	2466233	G7217-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P37327'>P37327</a>
EG12337	b0164	184257	185069	EG12337-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P37049'>P37049</a>
G6570	b1112	1169073	1169330	G6570-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AB40'>P0AB40</a>
G0-10700		2278258	2278498			
G0-10556	b4519	1211413	1211577	MONOMER0-2778		
G6669	b1337	1401810	1403255	G6669-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76052'>P76052</a>
EG11908	b3949	4142530	4143609	FRWC-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P32672'>P32672</a>
G6601	b1161	1212703	1213107	G6601-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75988'>P75988</a>
G6106	b0222	243543	244121	G6106-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P63224'>P63224</a>
G6477	b0935	994843	995988	MONOMER-162	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P80645'>P80645</a>
EG10377	b3429	3566600	3568033	GLYCOGENSYN-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A6U8'>P0A6U8</a>
G6838	b1580	1652896	1653915	G6838-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P38105'>P38105</a>
EG12309	b4403	4640942	4641628	EG12309-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P37005'>P37005</a>
EG11282	b2482	2601818	2603836	MONOMER0-153	PARTIAL	<a href='https://www.uniprot.org/uniprot/P23482'>P23482</a>
EG10639	b1225	1283604	1285142	NARH-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P11349'>P11349</a>
G7050	b1957	2028188	2028370	G7050-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P64517'>P64517</a>
G7085	b2005	2077569	2077943	G7085-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P64524'>P64524</a>
G7417	b2736	2861430	2862338	G7417-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/Q46888'>Q46888</a>
G6826	b1553	1639030	1639527	G6826-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76158'>P76158</a>
EG30051	b4368	4606079	4606165	leuV-tRNA	WELL-CHARACTERIZED	
EG11875	b3921	4112315	4112755	EG11875-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AF34'>P0AF34</a>
G7664	b3199	3342836	3343411	G7664-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ADV9'>P0ADV9</a>
G0-16697		4326005	4326081	RNA0-396	PARTIAL	
G6992	b1808	1891325	1893235	G6992-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76257'>P76257</a>
EG11940	b4065	4279980	4281629	YJCE-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P32703'>P32703</a>
EG11189	b3621	3795979	3796938	EG11189-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P24173'>P24173</a>
EG10693	b2564	2700998	2701729	PDXJ-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A794'>P0A794</a>
EG12688	b1064	1123407	1124054	OX-GLUTAREDOXIN-B // GRXB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AC59'>P0AC59</a>
EG10499	b0078	87357	87848	ACETOLACTSYNIII-HCHAIN-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P00894'>P00894</a>
EG11179	b3170	3317554	3318006	EG11179-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0A8A8'>P0A8A8</a>
EG11126	b1258	1315270	1315770	EG11126-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P21362'>P21362</a>
EG11032	b0888	931085	932050	THIOREDOXIN-REDUCT-NADPH-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A9P4'>P0A9P4</a>
EG10197	b2424	2541679	2542512	CYST-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P16701'>P16701</a>
G6307	b0551	573956	574339	G6307-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q47274'>Q47274</a>
G7610	b3096	3248439	3248822	G7610-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P42615'>P42615</a>
EG10129	b1710	1793558	1794109	BTUE-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P06610'>P06610</a>
EG10105	b3735	3919870	3920403	ATPH-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABA4'>P0ABA4</a>
G0-17014	b4768	754658	754690	MONOMER0-4481	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DSE6'>P0DSE6</a>
G0-16744	b4750	1642122	1642211	MONOMER0-4427	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DPP0'>P0DPP0</a>
G6215	b0363	382739	383935	G6215-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/Q47536'>Q47536</a>
EG10994	b1238	1293527	1294144	TDK-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P23331'>P23331</a>
EG11001	b1719	1800642	1802570	THRS-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A8M3'>P0A8M3</a>
EG10688	b3403	3532818	3534440	PEPCARBOXYKIN-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P22259'>P22259</a>
EG10791	b2476	2596905	2597618	SAICARSYN-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A7D7'>P0A7D7</a>
G6612	b1172	1222644	1222988	G6612-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q7DFV3'>Q7DFV3</a>
G7920	b4310	4537659	4538765	G7920-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P39371'>P39371</a>
EG11668	b2220	2321866	2323251	PHOSPHO-ATOC // ATOC-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q06065'>Q06065</a>
G7692	b3254	3404516	3404617			
G6888	b1648	1725681	1725920	G6888-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P64474'>P64474</a>
EG10858	b1804	1886864	1887991	EG10858-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P09155'>P09155</a>
EG10049	b0980	1040617	1041915	APPA-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P07102'>P07102</a>
EG10015	b2516	2641831	2642844	EG10015-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P27434'>P27434</a>
EG12203	b1557	1641339	1641554	EG12203-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P36995'>P36995</a>
G0-16677	b4700	607734	607792			
G0-8902		1552001	1552386			
EG10118	b0775	809344	810384	BIOTIN-SYN-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P12996'>P12996</a>
EG11070	b2893	3038112	3038822	DSBC-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AEG6'>P0AEG6</a>
EG10723	b4094	4315525	4316082	EG10723-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P16690'>P16690</a>
G436	b3224	3371084	3372574	NANT-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P41036'>P41036</a>
EG10423	b2231	2336793	2339420	EG10423-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AES4'>P0AES4</a>
G7093	b2042	2113434	2114327	G7093-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AAB6'>P0AAB6</a>
EG11695	b3675	3855608	3855970	EG11695-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ADL6'>P0ADL6</a>
G361	b1076	1132574	1133782	G361-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75937'>P75937</a>
EG30056	b2404	2521253	2521328	lysV-tRNA	WELL-CHARACTERIZED	
EG10706	b1912	1992269	1992817	PHOSPHAGLYPSYN-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABF8'>P0ABF8</a>
EG10626	b0099	111044	111433	EG10626-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P08337'>P08337</a>
EG10893	b3295	3440040	3441029	EG10893-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A7Z4'>P0A7Z4</a>
EG11156	b2825	2963153	2963716	EG11156-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P08371'>P08371</a>
EG10177	b0341	359992	361146	CYNX-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P17583'>P17583</a>
EG10166	b3556	3720049	3720261	PD03695	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A9X9'>P0A9X9</a>
G7248	b2385	2505547	2506632	G7248-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76524'>P76524</a>
EG10847	b3482	3619192	3623427	EG10847-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P16917'>P16917</a>
G7798	b3777	3960012	3960460	G7798-MONOMER		<a href='https://www.uniprot.org/uniprot/P56259'>P56259</a>
EG10069	b4254	4477307	4478311	CHAINI-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P04391'>P04391</a>
EG12197	b0687	712987	713532	EG12197-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AFY8'>P0AFY8</a>
G0-16655	b4642	2078549	2078677			
EG10982	b0729	764180	765049	SUCCCOASYN-ALPHA	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AGE9'>P0AGE9</a>
G7273	b2443	2560257	2560898	G7273-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76543'>P76543</a>
EG12136	b2077	2161464	2162879	B2077-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P36554'>P36554</a>
EG12372	b2798	2931055	2931810	EG12372-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P38506'>P38506</a>
EG12293	b3589	3756676	3757827	EG12293-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P37686'>P37686</a>
EG10295	b0588	619384	620199	FEPC-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P23878'>P23878</a>
G7061	b1973	2041375	2042025	G7061-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76344'>P76344</a>
G6913	b1687	1765629	1768685	G6913-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77748'>P77748</a>
EG12421	b0803	838190	838456	EG12421-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P41039'>P41039</a>
EG10545	b0181	202560	203348	UDPNACETYLGLUCOSAMACYLTRANS-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A722'>P0A722</a>
G0-10433	b4505	280114	280362			
EG12623	b0478	501562	503238	YBAL-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P39830'>P39830</a>
G7171	b2258	2372892	2373278	G7171-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76474'>P76474</a>
EG10627	b2961	3103013	3104065	EG10627-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P17802'>P17802</a>
EG12412	b2041	2111976	2113061	DTDPGLUCDEHYDRAT-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P37759'>P37759</a>
EG10174	b0734	773042	774181	CYDB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABK2'>P0ABK2</a>
EG11647	b0185	208621	209580	CARBOXYL-TRANSFERASE-ALPHA-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABD5'>P0ABD5</a>
EG10042	b0111	119281	120135	EG10042-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AE14'>P0AE14</a>
EG11912	b3953	4147138	4147479	EG11912-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P32676'>P32676</a>
G6499	b0965	1027946	1028359	G6499-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P75874'>P75874</a>
EG10090	b3800	3982958	3984193	EG10090-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P25550'>P25550</a>
EG12308	b2561	2698759	2699607	EG12308-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P37767'>P37767</a>
EG11360	b3570	3736353	3737177	EG11360-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P27297'>P27297</a>
EG12105	b2157	2248737	2249618	EG12105-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0ACR4'>P0ACR4</a>
G7044	b1936	2012502	2012780	G7044-MONOMER		<a href='https://www.uniprot.org/uniprot/P76323'>P76323</a>
G7173	b2266	2380722	2381027	G7173-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AEH5'>P0AEH5</a>
EG11625	b0863	902257	902988	ARTI-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P30859'>P30859</a>
G0-10587	b4591	813114	813251			
M013	b0350	372115	372924	MHPDHYDROL-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77608'>P77608</a>
G6485	b0943	1003439	1003954	G6485-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P75860'>P75860</a>
G7922	b4325	4555490	4556320	G7922-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P39374'>P39374</a>
EG12027	b2158	2249717	2250766	EG12027-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P62723'>P62723</a>
EG11279	b4246	4472399	4472533	EG11279-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AD83'>P0AD83</a>
EG12281	b3577	3744328	3744801	MONOMER0-422	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P37674'>P37674</a>
G6288	b4572	548357	549616	G6288-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77129'>P77129</a>
G7516	b2919	3063993	3064778	G7516-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P52045'>P52045</a>
EG11241	b0897	944931	945557	EG11241-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P21367'>P21367</a>
EG10863	b3643	3815863	3816549	EG10863-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0CG19'>P0CG19</a>
EG10704	b0418	436589	437107	PGPPHOSPHAA-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P18200'>P18200</a>
EG11390	b3495	3640111	3640545	EG11390-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AED0'>P0AED0</a>
EG30069	b3123	3270216	3270592	RNPB-RNA	WELL-CHARACTERIZED	
EG11339	b3631	3805943	3807067	EG11339-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P25740'>P25740</a>
EG10796	b0522	551527	552594	PURK-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P09029'>P09029</a>
EG10527	b0344	363231	366305	BETAGALACTOSID-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P00722'>P00722</a>
EG10149	b1887	1972836	1973339	CHEW-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A964'>P0A964</a>
G0-10696	b4690	272580	272654	RNA0-358	UNCHARACTERIZED	
G7905	b4284	4507466	4508617	MONOMER0-4233	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0CF90'>P0CF90</a>
EG10478	b2721	2844762	2846471	HYCELARGE-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P16431'>P16431</a>
EG12179	b0623	657292	657501	EG12179-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A972'>P0A972</a>
G7886	b4256	4479034	4479537	G7886-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P39337'>P39337</a>
G6449	b0859	898518	899645	G6449-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75817'>P75817</a>
G6720	b1399	1463539	1464489	G6720-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76086'>P76086</a>
G7418	b2737	2862335	2863501	G7418-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/Q46889'>Q46889</a>
EG10157	b2592	2731600	2734173	MONOMER0-4519 // EG10157-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P63284'>P63284</a>
EG12331	b0155	175107	176528	YADQ-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P37019'>P37019</a>
EG12370	b1140	1199679	1200806	EG12370-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P75969'>P75969</a>
EG30054	b1909	1991815	1991901	leuZ-tRNA	WELL-CHARACTERIZED	
G6081	b0005	5234	5530	G6081-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75616'>P75616</a>
G7615	b3101	3250562	3250954	G7615-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P42619'>P42619</a>
G7229	b2360	2474032	2474856	G7229-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76513'>P76513</a>
G6968	b1782	1865726	1866472	G6968-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A908'>P0A908</a>
EG10120	b0778	812270	812947	DETHIOBIOTIN-SYN-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P13000'>P13000</a>
EG11537	b1067	1126157	1126804	EG11537-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P29217'>P29217</a>
G7348	b2571	2707798	2708754	G7348-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AFX9'>P0AFX9</a>
G6575	b1118	1177320	1178564	YCFW-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75958'>P75958</a>
G0-17042	b4796	3798039	3798149	MONOMER0-4510	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DSH4'>P0DSH4</a>
EG10186	b2752	2875421	2876329	CYSD-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P21156'>P21156</a>
EG10632	b0677	701603	702751	NAG6PDEACET-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AF18'>P0AF18</a>
EG11407	b1189	1237571	1238869	DALADEHYDROGA-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A6J5'>P0A6J5</a>
G7400	b2672	2800146	2800475	B0899-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0ADQ7'>P0ADQ7</a>
G7914	b4301	4526905	4527537	G7914-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P39362'>P39362</a>
G7284	b2454	2569501	2570337	G7284-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77277'>P77277</a>
G7354	b2603	2741875	2742393	G7354-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P64548'>P64548</a>
EG12044	b2183	2279788	2280483	EG12044-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AA43'>P0AA43</a>
EG12423	b0368	387795	388646	MONOMER0-147	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P37610'>P37610</a>
G7326	b2531	2661643	2662131	G7326-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AGK8'>P0AGK8</a>
EG10484	b2727	2851001	2851873	EG10484-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AAN3'>P0AAN3</a>
EG12402	b1217	1272119	1272349	EG12402-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AE63'>P0AE63</a>
G6536	b1029	1095843	1096829	G6536-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75910'>P75910</a>
EG10514	b0697	724988	727036	KDPB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P03960'>P03960</a>
G7080	b2000	2071539	2074658	G7080-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P39180'>P39180</a>
G0-16715	b4626	263150	263212	G0-16715-MONOMER		
EG10355	b2804	2938888	2939310	EG10355-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AEN8'>P0AEN8</a>
EG11479	b3839	4022736	4023512	EG11479-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P69423'>P69423</a>
EG12087	b2283	2397439	2400165	NUOG-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P33602'>P33602</a>
G7413	b2710	2832476	2833915	G7413-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q46877'>Q46877</a>
EG11854	b3889	4079291	4079509	EG11854-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0ADQ5'>P0ADQ5</a>
G6484	b0942	1002889	1003431	G6484-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P75859'>P75859</a>
EG11290	b2152	2241810	2242967	EG11290-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P25747'>P25747</a>
EG11959	b4087	4309448	4310980	YJCW-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P32721'>P32721</a>
G7423	b2747	2871780	2872490	G7423-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q46893'>Q46893</a>
EG12017	b2136	2225801	2226379	EG12017-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P33366'>P33366</a>
EG10438	b4172	4400288	4400596	EG10438-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A6X3'>P0A6X3</a>
G7445	b2787	2918045	2919385	GLUCARDEHYDRA-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AES2'>P0AES2</a>
EG11864	b3900	4092377	4092823	FRVA-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P32155'>P32155</a>
G6806	b1519	1607346	1608104	G6806-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76145'>P76145</a>
EG10426	b0962	1024471	1026525	EG10426-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P15038'>P15038</a>
G7588	b3050	3192208	3192837	G7588-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76657'>P76657</a>
G6435	b0835	876710	878035	G6435-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AEI4'>P0AEI4</a>
EG12548	b4296	4520671	4522020	YJHF-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P39357'>P39357</a>
EG30107	b3977	4175472	4175556	tyrU-tRNA	WELL-CHARACTERIZED	
G6665	b1329	1393227	1394840	G6665-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77348'>P77348</a>
G7892	b4266	4492587	4493351	GLUCONREDUCT-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A9P9'>P0A9P9</a>
EG10716	b4101	4321244	4321696	EG10716-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P16685'>P16685</a>
G6243	b0442	463937	464308	G6243-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AAR8'>P0AAR8</a>
EG11812	b4186	4413028	4414191	EG11812-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P33222'>P33222</a>
EG12656	b3028	3172530	3173111	EG12656-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AEY5'>P0AEY5</a>
